"Time","Grouped CPU Load"
2025-04-03 14:43:30,44.6%
2025-04-03 14:43:40,51.4%
2025-04-03 14:43:50,53.1%
2025-04-03 14:44:00,54.7%
2025-04-03 14:44:10,53.1%
2025-04-03 14:44:20,52.8%
2025-04-03 14:44:30,50.0%
2025-04-03 14:44:40,54.1%
2025-04-03 14:44:50,54.0%
2025-04-03 14:45:00,53.7%
2025-04-03 14:45:10,54.7%
2025-04-03 14:45:20,55.1%
2025-04-03 14:45:30,49.5%
2025-04-03 14:45:40,54.3%
2025-04-03 14:45:50,51.9%
2025-04-03 14:46:00,53.7%
2025-04-03 14:46:10,53.6%
2025-04-03 14:46:20,53.7%
2025-04-03 14:46:30,49.2%
2025-04-03 14:46:40,53.3%
2025-04-03 14:46:50,51.5%
2025-04-03 14:47:00,52.8%
2025-04-03 14:47:10,52.8%
2025-04-03 14:47:20,54.2%
2025-04-03 14:47:30,51.6%
2025-04-03 14:47:40,51.3%
2025-04-03 14:47:50,54.6%
2025-04-03 14:48:00,53.0%
2025-04-03 14:48:10,52.0%
2025-04-03 14:48:20,52.5%
2025-04-03 14:48:30,53.2%